,Genre Code,Release Year,Artist Gender,Artist Age,Signal Magnitude,Spectral Centroid,Spectral Flux,MFCC,Tempo,Pitch,Intensity
마마무_Girl Crush,36,2015,1,24,0.330116,2797.303396,1.772473536,4.581761957,129.1992188,19.0714,0.289407
마마무_I Miss You,116,2016,1,24,0.378696,2296.924984,1.293858944,2.752189588,117.4538352,15.737,0.301354
마마무_LOVE,24,2017,1,24,0.388889,2335.515025,1.580433609,1.700199809,117.4538352,13.2236,0.297311
마마무_NEW YORK,13,2016,1,24,0.389945,2884.878392,1.709596154,4.278262896,107.6660156,23.8825,0.297547
마마무_나로 말할 것 같으면 (Yes I am),3,2017,1,24,0.421688,2752.941029,1.571563357,5.345833082,117.4538352,24.0265,0.309928
마마무_넌 is 뭔들,3,2016,1,24,0.43827,2524.525626,1.466336594,6.785695918,123.046875,29.4434,0.33249
마마무_아재개그 (Narr 김대희 & 김준호),3,2017,1,24,0.415587,2564.275419,1.90221136,3.987193542,89.10290948,32.13,0.264306
마마무_음오아예 (Um Oh Ah Yeh),5,2015,1,24,0.43065,2969.469779,1.403305707,5.871821432,103.359375,28.6082,0.321151
매드 클라운 & 브라더수_만화처럼 (Like Romance Comics),7,2016,0,33,0.297627,2320.426604,1.691100498,4.93439534,151.9990809,14.2,0.262701
매드 클라운 (Mad Clown) & 김나영_다시 너를,24,2016,2,33,0.381797,2194.559285,1.335049009,4.54934491,143.5546875,16.117,0.283919
매드 클라운 (Mad Clown) & 도넛맨 (Donutman) & 보이비 (Boi B) & 샵건 (#Gun)_무궁화,15,2016,0,33,0.21087,2479.28402,1.991562715,5.896771799,99.38401442,14.883,0.33848
매드 클라운 (Mad Clown) & 샵건 (#Gun)_비행소년 (Going Home) (Feat 거미),15,2016,0,33,0.372087,2243.136517,1.528348022,5.50500307,112.3471467,15.6864,0.338678
매드 클라운 (Mad Clown)_거짓말 (Feat 이해리 of 다비치),15,2016,0,33,0.364706,2389.509998,1.631342339,2.478195089,161.4990234,17.8189,0.292462
매드 클라운 (Mad Clown)_사랑은 지옥에서 온 개 (Feat 수란),15,2017,0,33,0.398928,2624.842518,1.741204382,2.379273129,172.265625,23.0608,0.31961
매드 클라운 (Mad Clown)_우리집을 못 찾겠군요 (Feat 볼빨간사춘기),15,2017,0,33,0.420816,2327.76091,1.640852824,3.77404468,92.28515625,19.8342,0.29299
매드 클라운 (Mad Clown)_화 (Feat 진실 of Mad Soul Child) (Fire),15,2015,0,33,0.399351,2626.032961,1.581091792,5.187651236,112.3471467,28.0102,0.290671
미유_잘하고 있잖아 (feat. 천석만),13,2017,1,21,0.294684,2017.636275,1.416986653,-0.617459448,89.10290948,7.65049,0.235573
민아 (걸스데이)_나도 여자예요,42,2015,1,25,0.491949,2683.026348,1.55560175,5.90380163,95.703125,28.9027,0.313715
박경 (블락비)_보통연애 (Feat 박보람),15,2015,0,26,0.271312,2220.317393,1.708031218,2.44204207,143.5546875,13.0814,0.290691
박경 (블락비)_자격지심 (Feat 은하 of 여자친구),15,2016,0,26,0.375148,2347.796746,1.666444757,3.66336894,103.359375,16.7903,0.300121
박명수 & 딘딘 (Din Din)_독도리 (Feat 매드클라운),15,2016,0,48,0.386527,2932.249444,1.593131875,6.308367704,99.38401442,31.6766,0.363829
박보검_내 사람,24,2016,0,25,0.35994,1965.219822,1.040960683,1.850683786,135.9991776,12.2503,0.242801
박보람_연예할래,116,2015,1,24,0.572635,2570.65467,1.559639532,2.788888111,92.28515625,30.1193,0.327266
박보람_혜화동 (혹은 쌍문동),24,2015,1,24,0.204804,2018.711025,1.099341816,-2.345167972,95.703125,7.13366,0.16965
박용인 (어반 자카파) & 권순일 (어반 자카파)_No Way,24,2016,0,30,0.35859,2044.045164,1.090676901,-1.27098475,135.9991776,14.8875,0.21611
"박재범_All I Wanna Do (K) (Feat Hoody, Loco)",42,2016,0,31,0.314578,2523.608,1.550860739,1.472718938,95.703125,20.6261,0.252878
박재범_My Last (Feat 로꼬 & GRAY),15,2015,0,31,0.414578,2545.103645,1.470148403,3.856176336,99.38401442,25.2831,0.318329
박재범_YACHT (k) (Feat Sik-K),42,2017,0,31,0.357996,2236.316747,1.682267484,2.442731989,107.6660156,17.7179,0.309942
박재범_몸매 (MOMMAE) (Feat Ugly Duck),15,2015,0,31,0.310817,2252.79363,1.816915251,1.843215625,95.703125,22.7416,0.313818
박진영_어머님이 누구니 (Feat 제시),3,2015,0,46,0.319816,2563.528765,1.428474502,7.640664739,117.4538352,19.9283,0.314053
박효신_Beautiful Tomorrow,116,2016,0,37,0.189167,1693.323372,0.997147735,-3.575931737,129.1992188,8.5381,0.137843
박효신_Home,116,2016,0,37,0.330038,2054.196922,0.995157092,-1.374652526,112.3471467,17.7304,0.206
박효신_Shine Your Light,17,2015,0,37,0.293346,2073.435925,1.281072119,1.820497475,92.28515625,13.505,0.222922
박효신_동경,42,2001,0,37,0.195141,2205.976904,1.106213497,-1.785250597,135.9991776,12.9168,0.140997
박효신_사랑한 후에,116,2009,0,37,0.198309,2171.13219,1.139403265,-1.923917985,143.5546875,11.6901,0.155404
박효신_숨,116,2016,0,37,0.20854,1492.346391,1.032027534,-6.81418401,143.5546875,7.9114,0.14068
박효신_애상(哀想),24,2007,0,37,0.37481,2153.596816,1.078898127,0.133478872,151.9990809,17.6818,0.225667
박효신_야생화,116,2014,0,37,0.221023,1922.576386,1.112013021,-2.943067909,135.9991776,10.8132,0.153469
박효신_이름 모를 새,116,2009,0,37,0.298487,1785.708039,1.110877648,-2.308164057,135.9991776,13.8074,0.184203
박효신_좋은 사람,42,2002,0,37,0.191305,1925.740014,1.091704414,-1.59118017,135.9991776,6.01211,0.162305
박효신_추억은 사랑을 닮아,116,2007,0,37,0.194518,1790.673963,1.071826991,-2.592862395,135.9991776,7.50989,0.148607
방탄소년단_I NEED U,15,2015,0,24,0.459429,3438.560881,1.354778821,2.896344726,107.6660156,37.0899,0.310074
방탄소년단_봄날,3,2017,0,24,0.413716,3266.489937,1.110724121,8.709906033,107.6660156,31.425,0.313402
방탄소년단_불타오르네 (FIRE),3,2016,0,24,0.378781,3641.481757,1.445445597,6.240246459,99.38401442,38.3552,0.305542
방탄소년단_피 땀 눈물,3,2016,0,24,0.426509,3343.133996,1.363425455,3.738843123,123.046875,44.1663,0.280668
백아연_달콤한 빈말 (Feat 바버렛츠),116,2017,1,25,0.290341,2285.92586,1.596272224,2.956170799,95.703125,7.77704,0.24262
백아연_쏘쏘,42,2016,1,25,0.374914,2062.09381,1.337997009,-3.430930646,135.9991776,10.1996,0.253896
백아연_이럴거면 그러지말지 (Feat Young K),42,2015,1,25,0.393329,2187.24466,1.678244032,0.409965755,112.3471467,12.6025,0.26015
백아연_이렇게 우리,24,2015,1,25,0.32338,1869.682767,1.36985819,-0.153637164,151.9990809,10.2022,0.227562
백아연_질투가 나 (Feat 박지민),42,2017,1,25,0.388662,2484.040429,1.441871704,2.691371201,103.359375,25.1345,0.264575
백예린_Bye bye my blue,42,2016,1,21,0.208842,1730.549675,1.355118989,0.699631533,89.10290948,9.32155,0.212496
백예린_우주를 건너,42,2015,1,21,0.288501,2240.03901,1.413307881,-1.795400405,92.28515625,15.1573,0.230589
백지영_Because Of You,24,2015,1,42,0.225234,2210.086185,1.091560686,-1.586234267,135.9991776,9.15077,0.182162
백지영_Love Is Over,24,2016,1,42,0.319612,1758.934604,0.999573369,1.581252786,129.1992188,8.05544,0.250819
백지영_새벽 가로수길 (With 송유빈),116,2015,1,42,0.454945,2230.067283,1.133084524,-0.128352058,143.5546875,15.1215,0.261038
백현 (BAEKHYUN)_두근거려 (Beautiful),24,2015,0,26,0.458357,1896.184101,1.180715189,-0.301729255,161.4990234,20.1174,0.268975
백현 (BAEKHYUN)_바래다줄게 (Take You Home),116,2017,0,26,0.298005,1989.874529,1.344626229,0.009077427,89.10290948,12.4009,0.218809
버스커 버스커 (Busker Busker)_벚꽃 엔딩,17,2012,0,29,0.309686,1960.490447,1.267275547,0.525971488,117.4538352,11.2029,0.205317
범키_느껴 (My Everything),42,2015,0,34,0.352162,1758.393367,1.390471612,1.054293506,135.9991776,12.1875,0.256251
베이식_Stand Up (Feat 마마무),15,2015,2,31,0.365934,2452.220855,1.499745327,6.532098316,143.5546875,23.2087,0.302514
벤_꿈처럼,24,2016,1,27,0.279639,1974.66606,1.080916161,0.434356029,135.9991776,10.829,0.212294
벤_두근두근,24,2015,1,27,0.31676,2751.35621,1.543411022,1.296462674,123.046875,21.512,0.249722
벤_안갯길 (Prod by 진영 (B1A4)),24,2016,1,27,0.341325,2168.449468,1.114446444,-1.348776107,135.9991776,15.7149,0.214049
보아 (BoA) & 빈지노 (Beenzino)_No Matter What,35,2016,1,32,0.323539,2514.048393,1.484334302,2.4100634,123.046875,16.5321,0.261633
보아 (BoA)_Who Are You (Feat 개코),3,2015,1,32,0.451921,2792.439827,1.582513932,2.093786106,103.359375,24.8395,0.291448
보이비 (Boi B)_호랑나비 (Feat Gill & 리듬파워),15,2016,0,32,0.293073,2727.893549,1.843160069,5.077809928,95.703125,27.4241,0.33583
볼빨간사춘기 & 스무살_남이 될 수 있을까,131,2017,2,23,0.42918,2145.309127,1.390498849,-0.82880517,86.1328125,15.5514,0.286169
볼빨간사춘기_You(=I),131,2016,1,23,0.521187,1870.299899,1.313765441,3.528129313,103.359375,15.6038,0.321352
볼빨간사춘기_나만 안되는 연애,131,2016,1,23,0.37873,1582.067017,1.187757261,1.352523353,135.9991776,12.4528,0.247708
볼빨간사춘기_사랑에 빠졌을 때,131,2016,1,23,0.436942,2012.668259,1.244077003,5.353932898,95.703125,19.5209,0.29248
볼빨간사춘기_심술,131,2016,1,23,0.340765,1947.643057,1.621071557,0.438513159,151.9990809,15.6693,0.254939
볼빨간사춘기_우주를 줄게,131,2016,1,23,0.508558,2298.4689,1.458532286,2.724814626,161.4990234,16.857,0.330196
볼빨간사춘기_좋다고 말해,131,2016,1,23,0.53665,1971.335116,1.364145581,0.391319703,161.4990234,18.6592,0.293586
볼빨간사춘기_처음부터 너와 나,24,2017,1,23,0.426793,2046.732714,1.328937114,1.821116225,129.1992188,13.7351,0.318485
브라운 아이즈_가지마 가지마,42,2008,0,40,0.239944,2112.114824,1.187213526,-2.391397744,92.28515625,17.0366,0.14185
브라운 아이즈_벌써 일년,42,2001,0,40,0.237777,2650.347912,1.449233557,0.739547975,103.359375,14.1485,0.181981
블락비 (Block B)_Toy,42,2016,0,27,0.232357,2346.248241,1.462540291,2.908154642,89.10290948,16.2239,0.288373
블락비 (Block B)_Walkin' In The Rain,42,2016,0,27,0.300431,2541.727579,1.519651474,0.055077446,103.359375,18.7642,0.26256
블락비 (Block B)_YESTERDAY,3,2017,0,27,0.512905,2576.914541,1.436901682,4.354536665,143.5546875,26.2792,0.328273
블락비 (Block B)_몇 년 후에,42,2016,0,27,0.257416,2207.582086,1.576117128,-0.126024471,95.703125,15.257,0.256291
블락비 (Block B)_사랑이었다 (Song By 태일),42,2016,0,27,0.365273,1990.315764,1.10789001,1.532813075,161.4990234,11.1234,0.248062
블락비 바스타즈_품행제로,3,2015,0,27,0.427226,2949.199427,1.340756519,3.862589304,151.9990809,38.8458,0.298546
블랙넛 & 마이크로닷 & 베이식_My ZONE (Feat 산이 & 버벌진트),15,2015,0,29,0.308401,2174.9884,1.587879549,9.714857136,112.3471467,12.0396,0.428927
블랙넛 (Black Nut)_내가 할 수 있는 건 (Feat 제시),15,2015,0,29,0.414934,2172.292994,1.523985429,1.620769225,123.046875,27.1906,0.228371
비_최고의 선물 (Prod by PSY),116,2017,0,36,0.357605,2599.367747,1.271458347,3.565101856,143.5546875,18.7793,0.283757
비스트 (Beast)_Butterfly,14,2016,0,28,0.327811,2226.474454,1.105269891,-1.189442771,89.10290948,13.2548,0.213043
비스트 (Beast)_리본 (Ribbon),14,2016,0,28,0.523011,2676.960502,1.331626598,5.700619982,99.38401442,29.7712,0.306488
비스트 (Beast)_예이 (YeY),3,2015,0,28,0.672183,2827.560874,1.290541616,4.298616803,129.1992188,33.9462,0.370021
비스트 (Beast)_일하러 가야 돼,3,2015,0,28,0.447043,2634.140944,1.586932372,3.579377364,95.703125,21.0086,0.292274
비투비 (BTOB)_MOVIE,3,2017,0,27,0.448119,2508.58696,1.421904734,5.151850228,117.4538352,24.1611,0.307971
비투비 (BTOB)_괜찮아요,3,2015,0,27,0.425336,2250.791522,1.3358566,4.10792304,151.9990809,12.1207,0.281078
사이먼 도미닉 (Simon Dominic) & GRAY & ONE_맘 편히 (Comfortable),15,2016,0,34,0.313944,2356.097923,1.654384668,2.702121836,161.4990234,21.9939,0.236735
사이먼 도미닉 (Simon Dominic) & ONE & 지투 (G2) & BewhY_니가 알던 내가 아냐 (Prod by GRAY),15,2016,0,34,0.390907,2814.465444,1.779206008,-0.095383729,135.9991776,39.4793,0.272682
사이먼 도미닉_사이먼 도미닉,15,2015,0,34,0.382453,2732.316315,1.705671556,4.548288811,92.28515625,31.0785,0.286495
산이 (San E)_Me You (Feat 백예린 of 15&),15,2015,0,33,0.541899,2359.569541,1.688767217,2.390309725,89.10290948,29.4942,0.310909
산이 (San E)_마치 비행기 (Feat 개리),15,2016,0,33,0.354053,2339.253002,1.641299828,4.032925001,161.4990234,24.3264,0.282513
산이 (San E)_모해 (Mohae) (Feat 볼빨간사춘기),15,2017,0,33,0.399817,2581.571155,1.651129172,-1.01689527,143.5546875,26.5003,0.2592
상주나 (정준하 & 윤상)_My Life (Feat 효린 of 씨스타),3,2015,0,47,0.385119,3301.472508,1.378729804,6.541736952,123.046875,36.3251,0.307024
샘김 & 권진아_여기까지,116,2016,0,20,0.19303,2302.522773,1.425683486,0.509488681,112.3471467,7.42109,0.214021
샘김 & 로꼬_Think About' Chu (Prod by 박근태),42,2017,0,20,0.243594,2540.860096,1.728528532,1.25736725,172.265625,9.76655,0.250175
샘김_Who Are You,24,2016,0,20,0.311184,1723.381736,1.061186153,-0.2101275,129.1992188,12.515,0.208093
샤이니 (SHINee)_1 of 1,3,2016,0,28,0.442046,2608.721071,1.603842282,5.092513601,107.6660156,23.8006,0.282881
샤이니 (SHINee)_View,3,2015,0,28,0.328954,2808.428847,1.531381857,4.029638076,123.046875,27.0883,0.284722
샵건 (#Gun)_미친놈 (Feat 제시),15,2016,0,24,0.426872,2528.314495,1.61567618,4.168116143,161.4990234,27.437,0.301906
서현진 & 유승우_사랑이 뭔데,24,2016,1,33,0.383968,2242.667552,1.503316443,4.513276518,99.38401442,13.0394,0.284754
"성시경_다정하게, 안녕히",24,2016,0,39,0.270842,1875.398422,1.085247638,-0.149213864,129.1992188,9.75223,0.203793
세븐틴 (Seventeen)_아주 NICE,3,2016,0,23,0.424647,3039.966483,1.467196598,4.405509443,123.046875,38.1707,0.323163
세븐틴 (Seventeen)_예쁘다,3,2016,0,23,0.417437,2751.232469,1.456797357,6.558490655,151.9990809,26.0424,0.314775
세븐틴 (Seventeen)_울고 싶지 않아,3,2017,0,23,0.294538,2959.785587,1.528930279,1.49083017,99.38401442,27.402,0.244599
세정 (구구단)_꽃길 (Prod by ZICO),116,2016,1,22,0.204792,1650.092553,1.094319476,-1.574637348,143.5546875,9.52023,0.150273
소녀시대_Lion Heart,3,2015,1,29,0.471537,2485.190785,1.463221268,4.091111185,123.046875,37.3572,0.259098
소녀시대_PARTY,3,2015,1,29,0.319454,3235.734152,1.532131444,5.532968971,123.046875,22.499,0.303447
소녀시대_그 여름 (0805),116,2016,1,29,0.311068,2577.408491,1.2712598,-0.438653,143.5546875,15.164,0.210204
소녀시대-태티서 (Girls' Generation-TTS)_Dear Santa,3,2015,1,29,0.30375,1928.938803,1.286798995,3.90288587,129.1992188,9.82787,0.266879
소녀온탑_같은 곳에서,3,2016,1,20,0.416398,2786.108554,1.236200933,7.025868389,99.38401442,17.5579,0.340596
소유 & 권정열_어깨,42,2015,1,26,0.253503,2478.093146,1.443965619,1.502900584,86.1328125,15.3371,0.231127
소유 & 기리보이_팔베개 (Feat 기현) (Pillow),15,2015,1,26,0.304346,2811.277888,1.485293705,4.126234036,172.265625,16.8815,0.280174
소유 & 백현 (BAEKHYUN)_비가와 (Rain),116,2017,1,26,0.313533,1996.014832,1.076629612,-1.515395292,143.5546875,13.5851,0.193257
소유 & 브라더수_모르나봐,24,2015,1,26,0.335898,1966.056104,1.057644821,0.589923223,135.9991776,13.5781,0.20878
소유 & 유승우_잠은 다 잤나봐요,24,2016,1,26,0.30431,2547.825073,1.371483831,4.415963109,103.359375,13.4759,0.27279
소유 & 정기고_썸 (Feat 긱스 릴보이),42,2014,1,26,0.25251,2455.116423,1.701274134,-0.964878695,95.703125,11.6893,0.186334
소유_I Miss You,24,2016,1,26,0.354721,1798.002086,1.018540257,-0.585005615,135.9991776,10.995,0.255267
수란 (SURAN)_1＋1=0 (Feat DEAN),14,2017,1,24,0.237643,3009.741624,1.868427039,-0.887126752,117.4538352,18.9506,0.227194
수란 (SURAN)_오늘 취하면 (Feat 창모) (Prod by SUGA),14,2017,1,24,0.456562,2913.180648,1.48404929,2.478264539,143.5546875,22.5197,0.299459
수지 & 백현 (BAEKHYUN)_Dream (Prod by 박근태),42,2016,1,24,0.211406,2404.973283,1.537573299,0.926137713,99.38401442,10.4769,0.209723
수지_Ring My Bell,24,2016,1,24,0.285184,2094.695278,1.415144938,-0.791501787,143.5546875,8.81771,0.215749
수지_행복한 척,42,2017,1,24,0.260041,1851.90487,1.278293621,-5.239523141,86.1328125,9.04434,0.200021
슬레이트_Oh Little Girl,3,2017,0,20,0.457416,2696.188038,1.453139587,3.841260082,92.28515625,27.1905,0.314802
슬옹 & 조이_이별을 배웠어 (Always In My Heart),116,2016,0,31,0.490117,2357.719755,1.392582099,0.615617975,89.10290948,15.8201,0.302646
신용재 (포맨)_빌려줄게,116,2016,0,29,0.221346,1887.65035,1.028878022,-2.762199944,129.1992188,8.38474,0.175504
신현희와김루트_오빠야,131,2015,2,25,0.411094,2094.328761,1.470507953,1.780659126,112.3471467,15.2449,0.289459
신화_표적,3,2015,0,39,0.392236,2792.12758,1.547348225,3.460901199,86.1328125,33.4093,0.267933
싸이 (Psy)_BOMB (Feat BI & BOBBY),3,2017,0,41,0.355727,3058.964347,1.778429498,3.76229194,129.1992188,17.9962,0.285775
싸이 (Psy)_DADDY (Feat CL of 2NE1),3,2015,0,41,0.483492,3202.954142,1.527142291,5.979076271,129.1992188,59.871,0.28493
싸이 (Psy)_I LUV IT,3,2017,0,41,0.291802,3000.06897,1.944004936,4.852843234,123.046875,21.0506,0.313114
싸이 (Psy)_LOVE (Feat 태양),3,2017,0,41,0.341278,2695.131682,1.74521038,3.702019132,117.4538352,23.7163,0.248346
싸이 (Psy)_New Face,3,2017,0,41,0.293323,3241.187299,1.682195952,3.021986436,129.1992188,32.529,0.273502
싸이 (Psy)_나팔바지,3,2015,0,41,0.360509,3011.590036,1.531080827,6.034257213,129.1992188,31.6574,0.292766
싸이 (Psy)_마지막 장면 (Feat 이성경),116,2017,0,41,0.324901,2588.777367,1.618781443,1.759367852,89.10290948,16.5489,0.251955
싸이 (Psy)_어땠을까 (FEAT 박정현),3,2012,0,41,0.244353,2479.328311,1.704876384,3.534628826,107.6660156,16.7665,0.191495
씨스타 (Sistar)_I Like That,3,2016,1,27,0.390476,2948.687189,1.399982165,4.495617078,151.9990809,27.9493,0.291365
씨스타 (Sistar)_LONELY,14,2017,1,27,0.395041,2964.658421,1.370224285,1.190165869,112.3471467,21.4985,0.269939
씨스타 (Sistar)_SHAKE IT,3,2015,1,27,0.370732,3148.942687,1.519304051,6.355697878,117.4538352,41.1263,0.303854
씨잼 (C Jamm) & BewhY (비와이)_puzzle,15,2016,0,25,0.360295,2767.964022,1.561341966,7.351772208,129.1992188,17.4542,0.355998
씨잼 (C Jamm)_아름다워 (Beautiful) (Feat 지코 (ZICO)),15,2016,0,25,0.392221,2191.501009,1.578717504,5.191004988,112.3471467,20.7347,0.31265
아이오아이 (I.O.I)_Crush,3,2016,1,20,0.452649,3257.805598,1.367242581,5.131765788,129.1992188,38.9115,0.324378
아이오아이 (I.O.I)_Dream Girls,3,2016,1,21,0.494269,3128.955048,1.460230424,7.803363579,143.5546875,41.0337,0.323828
아이오아이 (I.O.I)_Whatta Man (Good man),3,2016,1,22,0.445435,3084.883062,1.376769545,4.618475476,151.9990809,37.5918,0.341135
아이오아이 (I.O.I)_너무너무너무,3,2016,1,23,0.394596,3216.478084,1.688011847,5.550879813,103.359375,20.4568,0.347085
아이오아이 (I.O.I)_벚꽃이 지면,3,2016,1,24,0.430282,2891.378358,1.27997874,3.539254998,99.38401442,22.2468,0.275351
아이오아이 (I.O.I)_소나기,116,2017,1,25,0.316269,2164.908492,1.122937001,-1.605084797,143.5546875,12.3722,0.235386
아이유 (IU)_Black Out,116,2017,1,25,0.382485,2803.98354,1.515430662,1.599936173,99.38401442,35.1774,0.274342
아이유 (IU)_Red Queen (Feat ZionT),3,2015,1,25,0.390576,2529.075802,1.613637664,5.280343306,92.28515625,18.862,0.325339
아이유 (IU)_Zeze,3,2015,1,25,0.518175,2403.91202,1.484357329,4.986407939,92.28515625,19.6634,0.354441
아이유 (IU)_그렇게 사랑은,116,2017,1,25,0.15768,1904.447708,1.045029707,-6.979196869,123.046875,5.83636,0.127875
아이유 (IU)_금요일에 만나요 (Feat 장이정 of HISTORY),13,2013,1,25,0.24428,2314.841542,1.561188812,-1.833473225,161.4990234,13.1803,0.169938
아이유 (IU)_마음,13,2015,1,25,0.373565,1855.467331,1.211702332,-2.07458817,123.046875,7.23375,0.277581
아이유 (IU)_마침표,116,2017,1,25,0.180002,2021.45706,0.934402888,-6.211788684,123.046875,8.5485,0.128421
아이유 (IU)_무릎,3,2015,1,25,0.233221,1424.496713,0.942006726,-4.643656456,135.9991776,7.33084,0.157482
아이유 (IU)_밤편지,116,2017,1,25,0.238923,2174.999752,1.115745592,-4.779285961,151.9990809,8.56025,0.17923
아이유 (IU)_사랑이 잘 (With 오혁),14,2017,1,25,0.378613,2499.099424,1.527792574,1.976906268,129.1992188,17.6271,0.276933
아이유 (IU)_새 신발,3,2015,1,25,0.454066,2201.785297,1.553813651,4.9882753,92.28515625,12.1818,0.328373
아이유 (IU)_스물셋,3,2015,1,25,0.464904,2756.133956,1.649997155,6.42253792,123.046875,21.0796,0.357927
아이유 (IU)_안경,3,2015,1,25,0.292542,2542.451655,1.456552103,3.241792977,112.3471467,10.4019,0.262494
아이유 (IU)_이 지금,116,2017,1,25,0.394033,2438.616489,1.335043011,1.203199625,123.046875,19.4347,0.276367
아이유 (IU)_이런 엔딩,116,2017,1,25,0.24706,1992.295466,1.040762318,-4.938802431,117.4538352,12.0117,0.167562
아이유 (IU)_이름에게,116,2017,1,25,0.333646,2139.450572,1.013988078,1.849173493,135.9991776,11.1091,0.231015
아이유 (IU)_잼잼,116,2017,1,25,0.275427,2649.853084,1.476862802,5.777011591,117.4538352,12.0026,0.297251
아이유 (IU)_팔레트 (Feat G-DRAGON),116,2017,1,25,0.355108,2334.990149,1.642825852,2.825798979,103.359375,12.7574,0.2882
아이유 (IU)_푸르던,3,2015,1,25,0.270114,2112.425037,1.130599251,-1.338581623,86.1328125,7.58069,0.198559
악동뮤지션_Be With You,24,2016,2,20,0.418895,2317.134844,1.500831622,6.00642345,103.359375,16.8922,0.321926
악동뮤지션_CHOCOLADY,17,2017,2,20,0.428679,2046.830067,1.436104031,2.584665001,123.046875,22.9068,0.265684
악동뮤지션_DINOSAUR,52,2017,2,20,0.319856,2357.359836,1.62989265,1.261901002,123.046875,19.4632,0.24842
악동뮤지션_MY DARLING,3,2017,2,20,0.314678,2571.690796,1.649273527,5.42984092,135.9991776,19.9406,0.284049
악동뮤지션_RE-BYE,3,2016,2,20,0.348211,2217.269177,1.518701233,0.47336055,129.1992188,21.198,0.218381
악동뮤지션_YOU KNOW ME,17,2017,2,20,0.291894,2147.527275,1.893411417,-0.780730029,123.046875,18.8304,0.258154
악동뮤지션_그때 그 아이들은,116,2017,2,20,0.371466,1896.068182,1.146143148,-1.9006784,143.5546875,20.7904,0.207456
악동뮤지션_리얼리티,80,2017,2,20,0.408273,2297.157176,1.689574963,2.013372511,123.046875,29.3393,0.256685
악동뮤지션_못생긴 척,17,2017,2,20,0.363427,2636.167172,1.773564436,2.685828894,123.046875,31.5723,0.264487
악동뮤지션_사람들이 움직이는 게,3,2016,2,20,0.408659,2654.807771,1.637725762,3.087034919,123.046875,32.8563,0.27108
악동뮤지션_사소한 것에서,3,2016,2,20,0.299698,2237.496426,1.275928647,-1.638157368,135.9991776,19.3406,0.184504
악동뮤지션_새삼스럽게 왜,3,2016,2,20,0.291785,2448.06022,1.62354992,-0.037005868,92.28515625,15.8629,0.214435
악동뮤지션_생방송,116,2017,2,20,0.298434,2031.358993,1.286071637,2.551104381,129.1992188,16.9917,0.249138
악동뮤지션_오랜 날 오랜 밤,80,2017,2,20,0.367688,1926.392868,1.235156784,2.965880411,117.4538352,13.4504,0.25955
악동뮤지션_집에 돌아오는 길,116,2017,2,20,0.32098,2204.543504,1.577125265,0.592278874,143.5546875,17.4691,0.245242
악동뮤지션_초록창가,3,2016,2,20,0.372374,2718.825297,1.587774462,1.312804832,123.046875,29.8364,0.237733
양다일 & 효린_그리워,42,2016,0,26,0.285519,2363.636381,1.234070704,-1.767749923,129.1992188,15.2485,0.195852
양세형 & BewhY (비와이)_만세,15,2016,0,30,0.353654,2344.360006,1.628550341,4.64081415,112.3471467,21.9709,0.281694
양홍원 (Young B)_아침에 (Feat Bryn),15,2017,0,19,0.259523,2459.427189,1.893606971,4.88583273,103.359375,20.7926,0.262058
어반 자카파 (Urban Zakapa)_Get (Feat Beenzino),42,2015,2,30,0.389884,2105.625994,1.548117148,5.33949986,112.3471467,16.7328,0.272921
어반 자카파 (Urban Zakapa)_그날에 우리,116,2011,2,30,0.277294,2721.582169,1.324405509,2.125880658,92.28515625,14.7764,0.227455
어반 자카파 (Urban Zakapa)_널 사랑하지 않아,116,2016,2,30,0.257442,1892.55307,1.063359676,-1.701749195,143.5546875,12.182,0.172754
어반 자카파 (Urban Zakapa)_니가 싫어,42,2012,2,30,0.157809,2213.169407,1.22137883,-2.108878918,161.4990234,9.62529,0.192717
어반 자카파 (Urban Zakapa)_또 다른 너,24,2015,2,30,0.340131,1864.264071,1.031361163,-0.469991872,151.9990809,10.1911,0.227583
어반 자카파 (Urban Zakapa)_목요일 밤 (Feat 빈지노),14,2016,2,30,0.317397,2103.146957,1.540228526,3.758715846,89.10290948,14.9966,0.249166
어반 자카파 (Urban Zakapa)_봄을 그리다,116,2011,2,30,0.223118,2276.919246,1.185249336,-5.208355809,135.9991776,13.3536,0.142365
어반 자카파 (Urban Zakapa)_소원,24,2017,2,30,0.331124,2251.656836,1.009815315,-1.53826134,135.9991776,15.6675,0.206751
어반 자카파 (Urban Zakapa)_커피를 마시고 (Main Version),42,2009,2,30,0.207366,2279.272989,1.21330588,-7.089936343,99.38401442,7.61234,0.153779
어반 자카파 (Urban Zakapa)_코끝에 겨울,116,2013,2,30,0.227408,2027.832801,1.031488211,-0.51581339,135.9991776,17.98,0.161947
어반 자카파 (Urban Zakapa)_혼자,116,2017,2,30,0.22965,1886.950625,1.292431091,4.233295003,143.5546875,4.52282,0.287657
언니쓰_Shut Up (Feat 유희열),3,2016,1,35,0.426368,2964.069962,1.584304497,7.052024049,103.359375,32.1272,0.35653
언니쓰_맞지,3,2017,1,35,0.64817,3012.532567,1.501276347,3.27054227,129.1992188,58.9211,0.304198
에디킴_My Love,80,2015,0,28,0.238241,1621.323283,1.08798368,-4.174389884,143.5546875,10.5695,0.161523
